reviewid,customerid,productid,reviewdate,year_month,rating,reviewtext,vader_score,sentiment_category,productname,brand,category,price
1253,27,36,2023-10-27,2023-10,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1254,354,29,2023-03-29,2023-03,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1255,24,22,2023-09-14,2023-09,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
1256,284,5,2023-01-30,2023-01,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men 511 Slim Fit Jeans,Levis,Slim Fit Jeans,1478.0
1257,212,50,2023-12-07,2023-12,5,Amazing quality! Totally worth the price.,0.7419,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1258,116,24,2024-03-03,2024-03,4,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1259,94,17,2024-01-06,2024-01,5,Fast delivery and great packaging.,0.6249,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
1260,402,49,2024-06-23,2024-06,2,Quality is below average. Not what I expected.,0.0,Mixed Negative,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
1261,12,11,2024-03-09,2024-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Slim Fit Jeans,Calvin Klein Jeans,Slim Fit Jeans,949.0
1262,226,29,2024-04-01,2024-04,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1263,256,22,2023-03-29,2023-03,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Mid-Rise Skinny Fit Jeans,Mufti,Slim Fit Jeans,1393.0
1264,477,40,2024-10-01,2024-10,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1265,84,26,2023-12-23,2023-12,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1266,320,46,2024-06-19,2024-06,5,Great value for money. Highly recommend.,0.8516,Positive,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
1267,418,47,2024-02-15,2024-02,5,Perfect fit. The material feels premium.,0.7351,Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
1268,444,8,2023-11-21,2023-11,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1269,150,45,2023-06-10,2023-06,2,Product looks different from the photo online.,0.0,Mixed Negative,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
1270,226,14,2024-03-02,2024-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1271,459,46,2024-04-26,2024-04,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Slim Fit Jeans,HIGHLANDER,Slim Fit Jeans,675.0
1272,206,39,2024-02-24,2024-02,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
1273,380,1,2024-05-02,2024-05,4,Great value for money. Highly recommend.,0.8516,Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1274,478,32,2023-04-03,2023-04,3,Decent product but could be better for the price.,0.5927,Neutral,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1275,333,3,2023-07-31,2023-07,4,Fast delivery and great packaging.,0.6249,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1276,341,34,2023-04-03,2023-04,2,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
1277,494,21,2023-09-08,2023-09,5,Fast delivery and great packaging.,0.6249,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1278,7,2,2023-09-23,2023-09,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Slim Fit Jeans,Flying Machine,Slim Fit Jeans,1829.0
1279,149,9,2023-11-21,2023-11,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
1280,420,10,2024-07-20,2024-07,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Jogger Mid-Rise Jeans,styzon,Joggers & Cargo,899.0
1281,139,49,2023-07-30,2023-07,5,Fast delivery and great packaging.,0.6249,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
1282,429,8,2023-03-13,2023-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1283,483,28,2024-02-10,2024-02,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1284,330,28,2023-03-05,2023-03,2,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1285,217,33,2023-03-23,2023-03,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1286,415,23,2024-09-03,2024-09,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1287,217,26,2024-12-06,2024-12,2,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1288,132,21,2024-03-10,2024-03,4,Fast delivery and great packaging.,0.6249,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1289,298,21,2023-10-04,2023-10,3,Average quality. Nothing special about it.,-0.3089,Neutral,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1290,53,7,2023-10-22,2023-10,1,Quality is below average. Not what I expected.,0.0,Mixed Negative,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1291,54,15,2024-10-30,2024-10,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1292,324,7,2023-09-05,2023-09,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1293,24,41,2024-12-01,2024-12,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Tapered Fit Jeans,Flying Machine,Denim & Jeans,1829.0
1294,232,48,2023-11-25,2023-11,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
1295,8,18,2023-08-21,2023-08,4,Fast delivery and great packaging.,0.6249,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1296,146,32,2024-10-16,2024-10,2,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1297,191,42,2023-08-17,2023-08,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Fit Jeans,Nautica,Slim Fit Jeans,1088.0
1298,245,3,2024-09-09,2024-09,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1299,429,16,2024-01-07,2024-01,2,Stitching came off within a week. Terrible quality.,-0.4767,Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1300,3,37,2023-09-18,2023-09,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
1301,168,40,2024-06-14,2024-06,3,Decent product but could be better for the price.,0.5927,Neutral,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1302,378,40,2023-01-19,2023-01,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1303,481,23,2024-11-03,2024-11,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1304,35,34,2024-05-29,2024-05,1,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Bootcut Stretchable Jeans,Thomas Scott,Wide Leg & Bootcut,874.0
1305,485,14,2024-02-11,2024-02,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1306,40,28,2023-10-22,2023-10,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1307,19,45,2023-10-03,2023-10,5,Fast delivery and great packaging.,0.6249,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
1308,457,40,2024-10-23,2024-10,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1309,202,33,2023-02-25,2023-02,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1310,421,8,2024-11-14,2024-11,5,Fast delivery and great packaging.,0.6249,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1311,77,50,2024-07-21,2024-07,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1312,169,25,2023-07-09,2023-07,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Jeans,FUGAZEE,Relaxed Fit Jeans,2099.0
1313,427,14,2024-12-26,2024-12,4,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1314,218,12,2023-05-07,2023-05,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1315,143,12,2023-07-14,2023-07,5,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,styzon,Relaxed Fit Jeans,989.0
1316,252,15,2024-10-28,2024-10,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1317,459,20,2024-11-23,2024-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Bootcut Jeans,Mast & Harbour,Wide Leg & Bootcut,869.0
1318,305,16,2024-03-25,2024-03,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1319,34,40,2024-04-11,2024-04,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Relaxed Fit Jeans,Roadster,Relaxed Fit Jeans,645.0
1320,169,37,2024-11-09,2024-11,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Straight Fit Jeans,V-Mart,Regular Fit Jeans,809.0
1321,414,1,2024-10-18,2024-10,2,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1322,281,32,2024-12-01,2024-12,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1323,251,14,2023-07-06,2023-07,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1324,51,28,2024-10-03,2024-10,4,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1325,165,7,2023-09-03,2023-09,5,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1326,16,31,2023-04-20,2023-04,2,Delivery was very late. Poor experience.,-0.5233,Negative,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
1327,445,17,2023-07-02,2023-07,4,Great value for money. Highly recommend.,0.8516,Positive,Men Low-Rise Jeans,Kotty,Denim & Jeans,519.0
1328,365,47,2023-10-23,2023-10,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Plus Size Stretchable Jeans,Sztori,Stretchable Jeans,863.0
1329,93,15,2023-05-10,2023-05,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1330,386,21,2024-06-20,2024-06,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1331,156,14,2024-08-12,2024-08,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Mid-Rise Jeans,HIGHLANDER,Relaxed Fit Jeans,769.0
1332,500,23,2024-06-23,2024-06,5,Fast delivery and great packaging.,0.6249,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1333,87,8,2024-09-24,2024-09,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1334,96,9,2024-07-21,2024-07,3,Decent product but could be better for the price.,0.5927,Neutral,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
1335,108,29,2024-09-02,2024-09,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1336,432,35,2024-04-04,2024-04,1,Delivery was very late. Poor experience.,-0.5233,Negative,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1337,277,1,2023-09-10,2023-09,4,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1338,279,8,2023-08-25,2023-08,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Wide Leg Heavy Fade Jeans,Bene Kleed,Wide Leg & Bootcut,839.0
1339,137,26,2024-08-11,2024-08,2,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Slim Fit Mid-Rise Jeans,The Indian Garage Co,Slim Fit Jeans,659.0
1340,452,1,2024-05-14,2024-05,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Loose Fit Cotton Jeans,WROGN,Relaxed Fit Jeans,1374.0
1341,266,9,2024-06-03,2024-06,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Regular Fit Mid-Rise Jeans,Roadster,Regular Fit Jeans,759.0
1342,399,33,2023-05-08,2023-05,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Straight Fit Jeans,glitchez,Regular Fit Jeans,797.0
1343,265,21,2023-08-26,2023-08,1,Material feels cheap. Not worth the price at all.,-0.1695,Negative,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1344,247,38,2024-05-18,2024-05,1,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
1345,113,30,2023-12-29,2023-12,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Tapered Fit Jeans,Mast & Harbour,Slim Fit Jeans,701.0
1346,453,16,2023-11-25,2023-11,1,Customer support was unhelpful when I raised an issue.,0.4019,Mixed Negative,Men Relaxed Fit Jeans,Flying Machine,Relaxed Fit Jeans,2309.0
1347,214,44,2024-02-25,2024-02,3,Decent product but could be better for the price.,0.5927,Neutral,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
1348,110,49,2024-02-16,2024-02,5,Amazing quality! Totally worth the price.,0.7419,Positive,Non Stretchable Cotton Jeans,Flying Machine,Stretchable Jeans,1829.0
1349,368,28,2023-03-12,2023-03,5,Fast delivery and great packaging.,0.6249,Positive,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1350,381,15,2023-12-12,2023-12,5,Fast delivery and great packaging.,0.6249,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1351,131,44,2023-07-14,2023-07,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Baggy Loose Jeans,glitchez,Relaxed Fit Jeans,747.0
1352,5,50,2024-04-22,2024-04,1,The jeans are too tight at the waist. Sizing is off.,0.0,Mixed Negative,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1353,213,7,2023-01-29,2023-01,5,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1354,147,24,2023-01-15,2023-01,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Slim Fit Jeans,Urbano Fashion,Slim Fit Jeans,629.0
1355,94,18,2024-02-05,2024-02,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1356,478,31,2023-10-04,2023-10,4,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Pure Cotton Skater Jeans,The Indian Garage Co,Denim & Jeans,688.0
1357,394,28,2023-03-04,2023-03,3,Okay product. Expected more based on the description.,0.2263,Neutral,Men Straight Fit Jeans,Mast & Harbour,Regular Fit Jeans,764.0
1358,367,15,2023-12-10,2023-12,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1359,417,29,2023-01-25,2023-01,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1360,497,39,2024-11-08,2024-11,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
1361,6,35,2023-11-25,2023-11,1,The color faded after first wash. Very disappointing.,-0.5413,Negative,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1362,277,48,2024-02-29,2024-02,2,Received a damaged product. Very unhappy.,-0.7178,Negative,Men Bootcut Jeans,HERE&NOW,Wide Leg & Bootcut,869.0
1363,381,45,2024-04-02,2024-04,4,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Cotton Jeans,HIGHLANDER,Wide Leg & Bootcut,1099.0
1364,95,3,2023-10-29,2023-10,5,Fast delivery and great packaging.,0.6249,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1365,463,6,2024-01-06,2024-01,5,Excellent product. Myntra never disappoints.,0.7081,Positive,Men Stretchable Jeans,HERE&NOW,Stretchable Jeans,798.0
1366,248,18,2024-03-05,2024-03,5,Great value for money. Highly recommend.,0.8516,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1367,256,21,2024-10-23,2024-10,1,Size runs small. Return process is very difficult.,-0.4201,Negative,Men Low-Rise Cargo  Jeans,Kotty,Joggers & Cargo,639.0
1368,37,15,2023-01-25,2023-01,5,Delivery was quick and product is exactly as described.,0.0,Mixed Positive,Men Mid-Rise Boot Cut Jeans,Bene Kleed,Denim & Jeans,873.0
1369,276,4,2024-10-06,2024-10,5,Fast delivery and great packaging.,0.6249,Positive,Relaxed Fit Denim Jeans,Bene Kleed,Relaxed Fit Jeans,873.0
1370,402,18,2023-09-18,2023-09,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Wide Leg Jeans,Roadster,Wide Leg & Bootcut,999.0
1371,7,3,2023-02-20,2023-02,5,Great value for money. Highly recommend.,0.8516,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1372,435,23,2023-09-18,2023-09,5,Amazing quality! Totally worth the price.,0.7419,Positive,Men Stretchable Jeans,Mast & Harbour,Stretchable Jeans,758.0
1373,375,35,2023-10-30,2023-10,4,Super comfortable jeans. Bought in two colours.,0.802,Positive,Men Relaxed Fit Jeans,Mast & Harbour,Relaxed Fit Jeans,819.0
1374,459,36,2023-10-16,2023-10,5,Great value for money. Highly recommend.,0.8516,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1375,162,29,2023-05-18,2023-05,5,Loved the fabric and the fit. Will buy again.,0.7506,Positive,Men Slim Fit Jeans,Roadster,Slim Fit Jeans,681.0
1376,241,39,2024-12-14,2024-12,4,Fast delivery and great packaging.,0.6249,Positive,Men Regular Fit Jeans,Levis,Regular Fit Jeans,944.0
1377,342,7,2023-06-24,2023-06,4,Fast delivery and great packaging.,0.6249,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1378,31,36,2024-01-17,2024-01,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Straight Fit Jeans,Bene Kleed,Regular Fit Jeans,989.0
1379,124,7,2023-11-12,2023-11,5,Great value for money. Highly recommend.,0.8516,Positive,Men Relaxed Fit Jeans,Urbano Fashion,Relaxed Fit Jeans,944.0
1380,398,32,2023-03-14,2023-03,4,Amazing quality! Totally worth the price.,0.7419,Positive,Men Relaxed Fit Jeans,The Indian Garage Co,Relaxed Fit Jeans,808.0
1381,439,50,2024-05-10,2024-05,4,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,30 Days No Wash Jeans,TURMS,Denim & Jeans,3499.0
1382,321,3,2023-04-14,2023-04,5,Beautiful design. Exactly as shown in the photo.,0.5994,Positive,Men Pure Cotton Jeans,Roadster,Denim & Jeans,974.0
1383,63,38,2023-09-11,2023-09,5,Fits perfectly. Very happy with the purchase.,0.8479,Positive,Men Bootcut Jeans,Urbano Fashion,Wide Leg & Bootcut,944.0
